#GENE	DISEASE	TYPE	ID	INH
PMVK	Porokeratosis 1, multiple types	disease	175800 	AD
FLAD1	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	disease	255100 	AR
DPM3	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 15	provisional	618992 	AR
DPM3	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15	disease	612937 	AR
MUC1	Tubulointerstitial kidney disease, autosomal dominant, 2	disease	174000 	AD
GBA	Lewy body dementia, susceptibility to	susceptibility	127750 	AD
GBA	Gaucher disease, type II	disease	230900 	AR
GBA	Gaucher disease, type IIIC	disease	231005 	AR
GBA	Gaucher disease, type III	disease	231000 	AR
GBA	Gaucher disease, type I	disease	230800 	AR
GBA	Gaucher disease, perinatal lethal	disease	608013 	AR
GBA	Parkinson disease, late-onset, susceptibility to	susceptibility	168600 	AD;MF
PKLR	Adenosine triphosphate, elevated, of erythrocytes	disease	102900 	AD
PKLR	Pyruvate kinase deficiency	disease	266200 	AR
FDPS	Porokeratosis 9, multiple types	disease	616631 	AD
ASH1L	Mental retardation, autosomal dominant 52	disease	617796 	AD
MSTO1	Myopathy, mitochondrial, and ataxia	disease	617675 	AR;AD
YY1AP1	Grange syndrome	disease	602531 	AR
RIT1	Noonan syndrome 8	disease	615355 	AD
ARHGEF2	Neurodevelopmental disorder with midbrain and hindbrain malformations	provisional	617523 	AR
LAMTOR2	Immunodeficiency due to defect in MAPBP-interacting protein	disease	610798 	AR
LMNA	Mandibuloacral dysplasia	disease	248370 	AR
LMNA	Heart-hand syndrome, Slovenian type	disease	610140 	AD
LMNA	Cardiomyopathy, dilated, 1A	disease	115200 	AD
LMNA	Restrictive dermopathy, lethal	disease	275210 	AR
LMNA	Emery-Dreifuss muscular dystrophy 3, autosomal recessive	disease	616516 	AR
LMNA	Charcot-Marie-Tooth disease, type 2B1	disease	605588 	AR
LMNA	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	disease	181350 	AD
LMNA	Hutchinson-Gilford progeria	disease	176670 	AD
LMNA	Lipodystrophy, familial partial, type 2	disease	151660 	AD
LMNA	Muscular dystrophy, congenital	disease	613205 	AD
LMNA	Malouf syndrome	disease	212112 	AD
SEMA4A	Retinitis pigmentosa 35	disease	610282 	AR;AD
SEMA4A	Cone-rod dystrophy 10	disease	610283 	AR
NAXE	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	disease	617186 	AR
PRCC	Renal cell carcinoma, papillary	disease	605074 	
NTRK1	Insensitivity to pain, congenital, with anhidrosis	disease	256800 	AR
KIRREL1	Nephrotic syndrome, type 23	disease	619201 	AR
SPTA1	Spherocytosis, type 3	disease	270970 	AR
SPTA1	Elliptocytosis-2	disease	130600 	AD
SPTA1	Pyropoikilocytosis	disease	266140 	AR
CADM3	Charcot-Marie-Tooth disease, axonal, type 2FF	disease	619519 	AD
ACKR1	Blood group, Duffy system	non-disease	110700 	AR;AD
ACKR1	White blood cell count QTL	non-disease	611862 	AR
ACKR1	Malaria, vivax, protection against	susceptibility	611162 	
APCS	Amyloidosis, secondary	susceptibility	susceptibility to} 	
CFAP45	Heterotaxy, visceral, 11, autosomal, with male infertility	disease	619608 	AR
PIGM	Glycosylphosphatidylinositol deficiency	disease	610293 	AR
KCNJ10	Enlarged vestibular aqueduct, digenic	disease	600791 	AR
KCNJ10	SESAME syndrome	disease	612780 	AR
ATP1A2	Developmental and epileptic encephalopathy 98	disease	619605 	AD
ATP1A2	Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies	disease	619602 	AR
ATP1A2	Alternating hemiplegia of childhood 1	disease	104290 	AD
ATP1A2	Migraine, familial basilar	disease	602481 	AD
ATP1A2	Migraine, familial hemiplegic, 2	disease	602481 	AD
CASQ1	Myopathy, vacuolar, with CASQ1 aggregates	disease	616231 	AD
DCAF8	Giant axonal neuropathy 2, autosomal dominant	provisional	610100 	AD
PEX19	Peroxisome biogenesis disorder 12A (Zellweger)	disease	614886 	AR
COPA	Autoimmune interstitial lung, joint, and kidney disease	susceptibility	616414 	AD
NCSTN	Acne inversa, familial, 1	disease	142690 	AD
VANGL2	Neural tube defects	disease	182940 	AD
CD244	Rheumatoid arthritis, susceptibility to	susceptibility	180300 	
USF1	Hyperlipidemia, familial combined, susceptibility to	susceptibility	602491 	
NECTIN4	Ectodermal dysplasia-syndactyly syndrome 1	disease	613573 	AR
UFC1	Neurodevelopmental disorder with spasticity and poor growth	disease	618076 	AR
PPOX	Porphyria variegata	disease	176200 	AD
NDUFS2	Mitochondrial complex I deficiency, nuclear type 6	disease	618228 	AR
APOA2	Mitochondrial complex I deficiency, nuclear type 6	disease	618228 	AR
APOA2	Hypercholesterolemia, familial, modifier of	susceptibility	143890 	AR;AD
MPZ	Charcot-Marie-Tooth disease, type 2I	disease	607677 	AD
MPZ	Dejerine-Sottas disease	disease	145900 	AR;AD
MPZ	Charcot-Marie-Tooth disease, type 1B	disease	118200 	AD
MPZ	Roussy-Levy syndrome	disease	180800 	AD
MPZ	Charcot-Marie-Tooth disease, dominant intermediate D	disease	607791 	AD
MPZ	Hypomyelinating neuropathy, congenital, 2	disease	618184 	AD
MPZ	Charcot-Marie-Tooth disease, type 2J	disease	607736 	AD
SDHC	Paragangliomas 3	disease	605373 	AD
SDHC	Paraganglioma and gastric stromal sarcoma	disease	606864 	
SDHC	Gastrointestinal stromal tumor	disease	606764 	IC;AD
FCGR2A	Malaria, severe, susceptibility to	susceptibility	611162 	
FCGR2A	Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis	susceptibility	219700 	AR
FCGR2A	Lupus nephritis, susceptibility to	susceptibility	152700 	AD
FCGR3A	Immunodeficiency 20	disease	615707 	AR
FCGR2B	Systemic lupus erythematosus, susceptibility to	susceptibility	152700 	AD
FCGR2B	Malaria, resistance to	susceptibility	611162 	
ATF6	Achromatopsia 7	disease	616517 	AR
NOS1AP	Nephrotic syndrome, type 22	disease	619155 	AR
DDR2	Warburg-Cinotti syndrome	disease	618175 	AD
DDR2	Spondylometaepiphyseal dysplasia, short limb-hand type	disease	271665 	AR
RGS5	Blood pressure regulation QTL	non-disease	145500 	MF
PBX1	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	disease	617641 	AD
LMX1A	Deafness, autosomal dominant 7	disease	601412 	AD
TMCO1	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome	disease	213980 	AR
CD247	Immunodeficiency 25	provisional	610163 	AR
ADCY10	Hypercalciuria, absorptive, susceptibility to	susceptibility	143870 	AD
TBX19	Adrenocorticotropic hormone deficiency	disease	201400 	AR
ATP1B1	Blood pressure regulation QTL	non-disease	145500 	MF
SLC19A2	Thiamine-responsive megaloblastic anemia syndrome	disease	249270 	AR
F5	Pregnancy loss, recurrent, susceptibility to, 1	susceptibility	614389 	AD
F5	Thrombophilia, susceptibility to, due to factor V Leiden	susceptibility	188055 	AD
F5	Budd-Chiari syndrome	susceptibility	600880 	AR
F5	Thrombophilia due to activated protein C resistance	disease	188055 	AD
F5	Stroke, ischemic, susceptibility to	susceptibility	601367 	MF
F5	Factor V deficiency	disease	227400 	AR
GORAB	Geroderma osteodysplasticum	disease	231070 	AR
PRRX1	Agnathia-otocephaly complex	disease	202650 	AR;AD
FMO3	Trimethylaminuria	disease	602079 	AR
MYOC	Glaucoma 1A, primary open angle	disease	137750 	AD
METTL13	Deafness, autosomal recessive 26, modifier of	provisional	605429 	AD
PIGC	Glycosylphosphatidylinositol biosynthesis defect 16	disease	617816 	AR
FASLG	Autoimmune lymphoproliferative syndrome, type IB	disease	601859 	AD
FASLG	Lung cancer, susceptibility to	susceptibility	211980 	SMU;AD
TNFSF4	Myocardial infarction, susceptibility to	susceptibility	608446 	
DARS2	Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation	disease	611105 	AR
SERPINC1	Thrombophilia due to antithrombin III deficiency	disease	613118 	AR;AD
RC3H1	Immune dysregulation and systemic hyperinflammation syndrome	provisional	618998 	
MRPS14	Combined oxidative phosphorylation deficiency 38	provisional	618378 	AR
TNR	Neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus	disease	619653 	AR
PAPPA2	Short stature, Dauber-Argente type	disease	619489 	AR
NPHS2	Nephrotic syndrome, type 2	disease	600995 	AR
TOR1AIP1	Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures	provisional	617072 	AR
LHX4	Pituitary hormone deficiency, combined, 4	disease	262700 	AD
XPR1	Basal ganglia calcification, idiopathic, 6	disease	616413 	AD
CACNA1E	Developmental and epileptic encephalopathy 69	disease	618285 	AD
GLUL	Glutamine deficiency, congenital	disease	610015 	AR
RNASEL	Prostate cancer 1	disease	601518 	AD
LAMC2	Epidermolysis bullosa, junctional, non-Herlitz type	disease	226650 	AR
LAMC2	Epidermolysis bullosa, junctional, Herlitz type	disease	226700 	AR
NCF2	Chronic granulomatous disease 2, autosomal recessive	disease	233710 	AR
TSEN15	Pontocerebellar hypoplasia, type 2F	disease	617026 	AR
EDEM3	Congenital disorder of glycosylation, type 2V	disease	619493 	AR
RNF2	Luo-Schoch-Yamamoto syndrome	disease	619460 	AD
IVNS1ABP	Immunodeficiency 70	disease	618969 	AD
HMCN1	Macular degeneration, age-related, 1	susceptibility	603075 	AD
PRG4	Camptodactyly-arthropathy-coxa vara-pericarditis syndrome	disease	208250 	AR
PLA2G4A	Gastrointestinal ulceration, recurrent, with dysfunctional platelets	disease	618372 	AR
CDC73	Hyperparathyroidism, familial primary	disease	145000 	AD
CDC73	Parathyroid adenoma with cystic changes	disease	145001 	AD
CDC73	Parathyroid carcinoma	disease	608266 	
CDC73	Hyperparathyroidism-jaw tumor syndrome	disease	145001 	AD
KCNT2	Developmental and epileptic encephalopathy 57	disease	617771 	AD
CFH	Macular degeneration, age-related, 4	susceptibility	610698 	
CFH	Basal laminar drusen	disease	126700 	AD
CFH	Complement factor H deficiency	disease	609814 	AR;AD
CFH	Hemolytic uremic syndrome, atypical, susceptibility to, 1	susceptibility	235400 	AR;AD
CFHR3	Macular degeneration, age-related, reduced risk of	susceptibility	603075 	AD
CFHR3	Hemolytic uremic syndrome, atypical, susceptibility to	susceptibility	235400 	AR;AD
CFHR1	Macular degeneration, age-related, reduced risk of	susceptibility	603075 	AD
CFHR1	Hemolytic uremic syndrome, atypical, susceptibility to	susceptibility	235400 	AR;AD
CFHR5	Nephropathy due to CFHR5 deficiency	disease	614809 	AD
F13B	Factor XIIIB deficiency	disease	613235 	AR
ASPM	Microcephaly 5, primary, autosomal recessive	disease	608716 	AR
CRB1	Leber congenital amaurosis 8	disease	613835 	AR
CRB1	Retinitis pigmentosa-12	disease	600105 	AR
CRB1	Pigmented paravenous chorioretinal atrophy	disease	172870 	AD
PTPRC	Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive	disease	608971 	AR
PTPRC	Hepatitis C virus, susceptibility to	susceptibility	609532 	
KIF14	Microcephaly 20, primary, autosomal recessive	disease	617914 	AR
KIF14	Meckel syndrome 12	provisional	616258 	AR
DDX59	Orofaciodigital syndrome V	disease	174300 	AR
INAVA	Inflammatory bowel disease 29	susceptibility	618077 	AD
CACNA1S	Thyrotoxic periodic paralysis, susceptibility to, 1	susceptibility	188580 	AD
CACNA1S	Hypokalemic periodic paralysis, type 1	disease	170400 	AD
CACNA1S	Malignant hyperthermia susceptibility 5	susceptibility	601887 	AD
PKP1	Ectodermal dysplasia/skin fragility syndrome	disease	604536 	AR
TNNT2	Cardiomyopathy, dilated, 1D	disease	601494 	AD
TNNT2	Cardiomyopathy, hypertrophic, 2	disease	115195 	AD
TNNT2	Cardiomyopathy, familial restrictive, 3	disease	612422 	AD
TNNT2	Left ventricular noncompaction 6	disease	601494 	AD
LMOD1	Megacystis-microcolon-intestinal hypoperistalsis syndrome 3	provisional	619362 	AR
UBE2T	Fanconi anemia, complementation group T	disease	616435 	AR
SYT2	Myasthenic syndrome, congenital, 7A, presynaptic, and distal motor neuropathy, autosomal dominant	disease	616040 	AD
SYT2	Myasthenic syndrome, congenital, 7B, presynaptic, autosomal recessive	disease	619461 	AR
KDM5B	Mental retardation, autosomal recessive 65	disease	618109 	AR
CHI3L1	Asthma-related traits, susceptibility to, 7	susceptibility	611960 	
CHI3L1	Schizophrenia, susceptibility to	susceptibility	181500 	AD
CHIT1	Chitotriosidase deficiency	non-disease	614122 	AR
SNRPE	Hypotrichosis 11	disease	615059 	AD
REN	Renal tubular dysgenesis	disease	267430 	AR
REN	Renal tubular dysgenesis	disease	267430 	AR
REN	Tubulointerstitial kidney disease, autosomal dominant, 4	disease	613092 	AD
KISS1	Hypogonadotropic hypogonadism 13 with or without anosmia	provisional	614842 	AR
PPP1R15B	Microcephaly, short stature, and impaired glucose metabolism 2	disease	616817 	AR
MDM4	Bone marrow failure syndrome 6	provisional	618849 	AD
NFASC	Neurodevelopmental disorder with central and peripheral motor dysfunction	disease	618356 	AR
CNTN2	Epilepsy, myoclonic, familial adult, 5	provisional	615400 	AR
DSTYK	Congenital anomalies of kidney and urinary tract 1	disease	610805 	AD
DSTYK	Spastic paraplegia 23	disease	270750 	AR
NUAK2	Anencephaly 2	provisional	619452 	AR
SLC41A1	Nephronophthisis-like nephropathy 2	provisional	619468 	AR
IL10	Rheumatoid arthritis, progression of	susceptibility	180300 	
IL10	Graft-versus-host disease, protection against	susceptibility	614395 	
IL10	HIV-1, susceptibility to	susceptibility	609423 	
CD55	Blood group Cromer	non-disease	613793 	AR
CD55	Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy	disease	226300 	AR
CR2	Systemic lupus erythematosus, susceptibility to, 9	susceptibility	610927 	
CR2	Immunodeficiency, common variable, 7	disease	614699 	AR
CR1	Blood group, Knops system	non-disease	607486 	
CR1	Malaria, severe, resistance to	susceptibility	611162 	
CD46	Hemolytic uremic syndrome, atypical, susceptibility to, 2	susceptibility	612922 	AR;AD
LAMB3	Epidermolysis bullosa, junctional, non-Herlitz type	disease	226650 	AR
LAMB3	Epidermolysis bullosa, junctional, Herlitz type	disease	226700 	AR
LAMB3	Amelogenesis imperfecta, type IA	disease	104530 	AD
HSD11B1	Cortisone reductase deficiency 2	disease	614662 	AD
IRF6	Orofacial cleft 6	susceptibility	608864 	AD
IRF6	Popliteal pterygium syndrome 1	disease	119500 	AD
IRF6	van der Woude syndrome 1	disease	119300 	AD
SYT14	Spinocerebellar ataxia, autosomal recessive 11	provisional	614229 	AR
HHAT	Nivelon-Nivelon-Mabille syndrome	disease	600092 	AR
KCNH1	Zimmermann-Laband syndrome 1	disease	135500 	AD
KCNH1	Temple-Baraitser syndrome	disease	611816 	AD
RD3	Leber congenital amaurosis 12	disease	610612 	AR
NEK2	Retinitis pigmentosa 67	provisional	615565 	AR
FLVCR1	Ataxia, posterior column, with retinitis pigmentosa	disease	609033 	AR
PTPN14	Choanal atresia and lymphedema	disease	613611 	AR
CENPF	Stromme syndrome	disease	243605 	AR
USH2A	Usher syndrome, type 2A	disease	276901 	AR
USH2A	Retinitis pigmentosa 39	disease	613809 	
TGFB2	Loeys-Dietz syndrome 4	disease	614816 	AD
SLC30A10	Hypermanganesemia with dystonia 1	disease	613280 	AR
EPRS1	Leukodystrophy, hypomyelinating, 15	disease	617951 	AR
IARS2	Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia	disease	616007 	AR
RAB3GAP2	Martsolf syndrome 1	disease	212720 	AR
RAB3GAP2	Warburg micro syndrome 2	disease	614225 	AR
MIA3	Ondontochondrodysplasia 2 with hearing loss and diabetes	provisional	619269 	AR
TLR5	Melioidosis, susceptibility to	susceptibility	615557 	AD
TLR5	Systemic lupus erythematosus, susceptibility to, 1	susceptibility	601744 	
TLR5	Systemic lupus erythematosus, resistance to	susceptibility	601744 	
TLR5	Legionnaire disease, susceptibility to	susceptibility	608556 	
DEGS1	Leukodystrophy, hypomyelinating, 18	disease	618404 	AR
WDR26	Skraban-Deardorff syndrome	disease	617616 	AD
LBR	Pelger-Huet anomaly	disease	169400 	AD
LBR	Pelger-Huet anomaly with mild skeletal anomalies	disease	618019 	
LBR	Reynolds syndrome	provisional	613471 	AD
LBR	Greenberg skeletal dysplasia	disease	215140 	AR
TMEM63A	Leukodystrophy, hypomyelinating, 19, transient infantile	disease	618688 	AD
PYCR2	Leukodystrophy, hypomyelinating, 10	disease	616420 	AR
PSEN2	Alzheimer disease-4	disease	606889 	AD
PSEN2	Cardiomyopathy, dilated, 1V	disease	613697 	AD
COQ8A	Coenzyme Q10 deficiency, primary, 4	disease	612016 	AR
ARF1	Periventricular nodular heterotopia 8	disease	618185 	AD
GJC2	Lymphatic malformation 3	disease	613480 	AD
GJC2	Spastic paraplegia 44, autosomal recessive	provisional	613206 	AR
GJC2	Leukodystrophy, hypomyelinating, 2	disease	608804 	AR
IBA57	Multiple mitochondrial dysfunctions syndrome 3	disease	615330 	AR
IBA57	Spastic paraplegia 74, autosomal recessive	provisional	616451 	AR
ACTA1	Myopathy, scapulohumeroperoneal	provisional	616852 	AD
ACTA1	Nemaline myopathy 3, autosomal dominant or recessive	disease	161800 	AR;AD
ACTA1	Myopathy, actin, congenital, with excess of thin myofilaments	disease	161800 	AR;AD
ACTA1	Myopathy, actin, congenital, with cores	disease	161800 	AR;AD
ACTA1	Myopathy, congenital, with fiber-type disproportion 1	disease	255310 	AR;AD
NUP133	Galloway-Mowat syndrome 8	provisional	618349 	AR
NUP133	Nephrotic syndrome, type 18	disease	618177 	AR
GALNT2	Congenital disorder of glycosylation, type IIt	disease	618885 	AR
COG2	Congenital disorder of glycosylation, type IIq	provisional	617395 	AR
AGT	Renal tubular dysgenesis	disease	267430 	AR
AGT	Preeclampsia	susceptibility	susceptibility to} 	
AGT	Hypertension, essential, susceptibility to	susceptibility	145500 	MF
ARV1	Developmental and epileptic encephalopathy 38	disease	617020 	AR
GNPAT	Rhizomelic chondrodysplasia punctata, type 2	disease	222765 	AR
EXOC8	Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy	provisional	619076 	AR
SPRTN	Ruijs-Aalfs syndrome	disease	616200 	AR
EGLN1	Erythrocytosis, familial, 3	disease	609820 	AD
EGLN1	Hemoglobin, high altitude adaptation	non-disease	609070 	AD
DISC1	Schizophrenia 9, susceptibility to	susceptibility	604906 	
DISC2	Schizophrenia	disease	181500 	AD
COA6	Mitochondrial complex IV deficiency, nuclear type 13	disease	616501 	AR
IRF2BP2	Immunodeficiency, common variable, 14	provisional	617765 	AD
GGPS1	Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome	disease	619518 	AR
TBCE	Kenny-Caffey syndrome, type 1	disease	244460 	AR
TBCE	Hypoparathyroidism-retardation-dysmorphism syndrome	disease	241410 	AR
TBCE	Encephalopathy, progressive, with amyotrophy and optic atrophy	disease	617207 	AR
B3GALNT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	disease	615181 	AR
LYST	Chediak-Higashi syndrome	disease	214500 	AR
EDARADD	Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	disease	614941 	AR
EDARADD	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	disease	614940 	AD
ACTN2	Myopathy, distal, 6, adult onset	disease	618655 	AD
